OBJECTID,NOME STRUTTURA,DESCRIZIONE,TIPO ATTIVITA',TIPO STRUTTURA,PRONTO SOCCORSO,PRONTO SOCCORSO PEDIATRICO,PUNTO DI PRIMO INTERVENTO,STRUTTURA  ACCREDITATA,INDIRIZZO,CAP,COMUNE,PROVINCIA,CODICE ATS,ATS,CODICE ASST,ASST,CODICE DISTRETTO SANITARIO,DISTRETTO SANITARIO,N° TELEFONO,LATITUDINE,LONGITUDINE
813,FISIOCENTER BRUGHERIO S.R.L.,AMBULATORIO SPECIALISTICO,ASSISTENZA SPECIALISTICA,PRIVATA,N/A,N/A,N/A,SI,VIA ENRICO FERMI,6,20861,BRUGHERIO,MB,030324,ATS DELLA BRIANZA,030716,ASST DI MONZA,855,MONZA,039877267,45.552012,9.3035122
814,CENTRO STELLAPOLARE,STRUTTURA DI PSICHIATRIA,ASSISTENZA PSICHIATRICA,PRIVATA,N/A,N/A,N/A,SI,VIA MONTECASSINO,8,20900,MONZA,MB,030324,ATS DELLA BRIANZA,030716,ASST DI MONZA,855,MONZA,0392319693,45.59063,9.28622
815,CASA SAN PAOLO - CPA P2,STRUTTURA DI PSICHIATRIA,ASSISTENZA PSICHIATRICA,PRIVATA,N/A,N/A,N/A,SI,VIA DELLA MISERICORDIA,51,20854,VEDANO AL LAMBRO,MB,030324,ATS DELLA BRIANZA,030717,ASST DELLA BRIANZA,851,CARATE,039491161,45.6175582,9.2638541
816,STUDIO DI FISIOCHINESITERAPIA F.T.C. DI CROTTI CARLO & C. SAS,AMBULATORIO SPECIALISTICO,ASSISTENZA SPECIALISTICA,PRIVATA,N/A,N/A,N/A,SI,VIA LIBERTA',102,20837,VEDUGGIO CON COLZANO,MB,030324,ATS DELLA BRIANZA,030717,ASST DELLA BRIANZA,851,CARATE,0362911459,45.7330494,9.2619731
817,SINTHESIS S.R.L.,AMBULATORIO SPECIALISTICO,ASSISTENZA SPECIALISTICA,PRIVATA,N/A,N/A,N/A,SI,VIA GIUSEPPE SIRTORI,9,20900,MONZA,MB,030324,ATS DELLA BRIANZA,030716,ASST DI MONZA,855,MONZA,039324179,45.5903,9.26267
818,LABORATORIO DI ANALISI MEDICHE ALFA,SERVIZIO DI MEDICINA DI LABORATORIO,DIAGNOSTICA DI LABORATORIO,PRIVATA,N/A,N/A,N/A,SI,CORSO DELLA RESISTENZA,7,20821,MEDA,MB,030324,ATS DELLA BRIANZA,030717,ASST DELLA BRIANZA,856,SEREGNO,036274505,45.6616627,9.1592672
819,SYNLAB LECCO (LECCO),AMBULATORIO SPECIALISTICO,ASSISTENZA SPECIALISTICA,PRIVATA,N/A,N/A,N/A,SI,CORSO CARLO ALBERTO,76/B,23900,LECCO,LC,030324,ATS DELLA BRIANZA,030715,ASST DI LECCO,853,LECCO,0341358411,45.84168,9.40458
820,STUDIO DENTISTICO DOTT. EZIO FRENI SRL,AMBULATORIO SPECIALISTICO,ASSISTENZA SPECIALISTICA,PRIVATA,N/A,N/A,N/A,SI,VIA VINCENZO BONACINA,7/C,23843,DOLZAGO,LC,030324,ATS DELLA BRIANZA,030715,ASST DI LECCO,853,LECCO,0341451429,45.7657325,9.3405328
821,CASA SARA,STRUTTURA DI PSICHIATRIA,ASSISTENZA PSICHIATRICA,PRIVATA,N/A,N/A,N/A,SI,VIA MONTALBANO,9/11,23900,LECCO,LC,030324,ATS DELLA BRIANZA,030715,ASST DI LECCO,853,LECCO,N/A,45.86929,9.40484
822,CENTRO RESIDENZIALE DI TERAPIE PSICHIATRICHE 'VILLA MARIA',STRUTTURA DI PSICHIATRIA,ASSISTENZA PSICHIATRICA,PRIVATA,N/A,N/A,N/A,SI,PIAZZA DELLA MADONNINA,1,20841,CARATE BRIANZA,MB,030324,ATS DELLA BRIANZA,030717,ASST DELLA BRIANZA,851,CARATE,03629861,45.6765766,9.2394798
823,CENTRO FISIOTERAPICO VALSASSINESE DI CAUCIA E C.SAS,AMBULATORIO SPECIALISTICO,ASSISTENZA SPECIALISTICA,PRIVATA,N/A,N/A,N/A,SI,VIA P.ZZA CAVOUR,4,23815,INTROBIO,LC,030324,ATS DELLA BRIANZA,030715,ASST DI LECCO,850,BELLANO,0341981093,45.9758,9.44838
824,CDM SRL,AMBULATORIO SPECIALISTICO,ASSISTENZA SPECIALISTICA,PRIVATA,N/A,N/A,N/A,SI,VIA MARTIRI DELLE FOIBE,1,20900,MONZA,MB,030324,ATS DELLA BRIANZA,030716,ASST DI MONZA,855,MONZA,03923971,45.595147,9.2502516
825,CENTRO DI MEDICINA DELLO SPORT SRL,AMBULATORIO DI MEDICINA SPORTIVA,MEDICINA SPORTIVA,PRIVATA,N/A,N/A,N/A,SI,PIAZZA RISORGIMENTO,3,20841,CARATE BRIANZA,MB,030324,ATS DELLA BRIANZA,030717,ASST DELLA BRIANZA,851,CARATE,0362992820,45.6739654,9.2317194
826,STUDIO DI RADIOLOGIA ELLISSE SRL,AMBULATORIO SPECIALISTICO,ASSISTENZA SPECIALISTICA,PRIVATA,N/A,N/A,N/A,SI,VIA SPLUGA,49,23870,CERNUSCO LOMBARDONE,LC,030324,ATS DELLA BRIANZA,030715,ASST DI LECCO,854,MERATE,0395983910,45.69516,9.40354
827,AMBULATORIO FISIOTERAPICO,AMBULATORIO SPECIALISTICO,ASSISTENZA SPECIALISTICA,PRIVATA,N/A,N/A,N/A,SI,VIA I MAGGIO,3,23851,GALBIATE,LC,030324,ATS DELLA BRIANZA,030715,ASST DI LECCO,853,LECCO,0341241161,45.81612,9.37843
828,RISANA DIAGNOSTICA S.R.L.,AMBULATORIO SPECIALISTICO,ASSISTENZA SPECIALISTICA,PRIVATA,N/A,N/A,N/A,SI,VIA I MAGGIO,12,20835,MUGGIO',MB,030324,ATS DELLA BRIANZA,030717,ASST DELLA BRIANZA,852,DESIO,0392785413,45.5943968,9.2319225
829,MEDIPLUS DI NASCA GRAZIELLA E C.SNC,AMBULATORIO SPECIALISTICO,ASSISTENZA SPECIALISTICA,PRIVATA,N/A,N/A,N/A,SI,VIA VAL GARDENA,3,20811,CESANO MADERNO,MB,030324,ATS DELLA BRIANZA,030717,ASST DELLA BRIANZA,852,DESIO,0362528054,45.6224242,9.1638415
830,BIOBETA ANALISI MEDICHE,SERVIZIO DI MEDICINA DI LABORATORIO,DIAGNOSTICA DI LABORATORIO,PRIVATA,N/A,N/A,N/A,SI,VIA DANTE ALIGHIERI,71,20811,CESANO MADERNO,MB,030324,ATS DELLA BRIANZA,030717,ASST DELLA BRIANZA,852,DESIO,0362501216,45.621837,9.1458927
831,CENTRO DI MEDICINA SPORTIVA SRL,AMBULATORIO DI MEDICINA SPORTIVA,MEDICINA SPORTIVA,PRIVATA,N/A,N/A,N/A,SI,VIA PIER GIACOMO RUBINI,11,23824,DERVIO,LC,030324,ATS DELLA BRIANZA,030715,ASST DI LECCO,850,BELLANO,N/A,46.0784,9.30399
832,CENTRO DI MEDICINA DELLO SPORT LARIO,AMBULATORIO DI MEDICINA SPORTIVA,MEDICINA SPORTIVA,PRIVATA,N/A,N/A,N/A,SI,CORSO EMANUELE FILIBERTO,8,23900,LECCO,LC,030324,ATS DELLA BRIANZA,030715,ASST DI LECCO,853,LECCO,N/A,45.83839,9.41057
833,AMBULATORIO FISIOTERAPICO E POLISPECIALISTICO,AMBULATORIO SPECIALISTICO,ASSISTENZA SPECIALISTICA,PRIVATA,N/A,N/A,N/A,SI,CORSO GIACOMO MATTEOTTI,5/G 5/F,23900,LECCO,LC,030324,ATS DELLA BRIANZA,030715,ASST DI LECCO,853,LECCO,0341241161,45.85793,9.39428
834,CENTRO DIURNO,STRUTTURA DI PSICHIATRIA,ASSISTENZA PSICHIATRICA,PRIVATA,N/A,N/A,N/A,SI,VIA MENTANA,15,24126,BERGAMO,BG,030325,ATS DI BERGAMO,030718,ASST PAPA GIOVANNI XXIII,859,BERGAMO,035315408,45.67089,9.661
835,CENTRO DI MEDICINA DELLO SPORT SEBINO DI SORLINI EMILIA & C SAS,AMBULATORIO DI MEDICINA SPORTIVA,MEDICINA SPORTIVA,PRIVATA,N/A,N/A,N/A,SI,VIA TORRICELLA,7/E,24065,LOVERE,BG,030325,ATS DI BERGAMO,030720,ASST DI BERGAMO EST,861,EST PROVINCIA,N/A,45.8170845,10.0684448
836,STUDIO MEDICO SPORTIVO MINERVA S.R.L.,AMBULATORIO DI MEDICINA SPORTIVA,MEDICINA SPORTIVA,PRIVATA,N/A,N/A,N/A,SI,VIA NAZIONALE,98,24060,CASAZZA,BG,030325,ATS DI BERGAMO,030720,ASST DI BERGAMO EST,861,EST PROVINCIA,035810599,45.7519658,9.9095093
837,COMUNITÀ NEUROPSICHIATRICA PER ADOLESCENTI PICCOLA STELLA,STRUTTURA DI NEUROPSICHIATRIA INFANTILE,ASSISTENZA NEUROPSICHIATRICA INFANTILE,PRIVATA,N/A,N/A,N/A,SI,VIA TORRE,13,24030,MEDOLAGO,BG,030325,ATS DI BERGAMO,030719,ASST DI BERGAMO OVEST,862,ISOLA BERGAMASCA,0354948430,45.67084,9.50193
838,LABORATORIO BIOANALITICO DELTA SRL,SERVIZIO DI MEDICINA DI LABORATORIO,DIAGNOSTICA DI LABORATORIO,PRIVATA,N/A,N/A,N/A,SI,VIA CLARA MAFFEI,14,24121,BERGAMO,BG,030325,ATS DI BERGAMO,030718,ASST PAPA GIOVANNI XXIII,859,BERGAMO,035221565,45.69429,9.6755
839,RADIOLOGIA SEBINA SRL,AMBULATORIO SPECIALISTICO,ASSISTENZA SPECIALISTICA,PRIVATA,N/A,N/A,N/A,SI,VIALE DANTE ALIGHIERI,3,24065,LOVERE,BG,030325,ATS DI BERGAMO,030720,ASST DI BERGAMO EST,861,EST PROVINCIA,035964067,45.81164635,10.06902144
840,IL PUNTO MEDICO SPORTIVO SRL,AMBULATORIO DI MEDICINA SPORTIVA,MEDICINA SPORTIVA,PRIVATA,N/A,N/A,N/A,SI,VIA DASTE E SPALENGA,28/C,24020,GORLE,BG,030325,ATS DI BERGAMO,030718,ASST PAPA GIOVANNI XXIII,859,BERGAMO,N/A,45.69627,9.71043
841,CENTRO DIURNO PSICHIATRICO CORDATA,STRUTTURA DI PSICHIATRIA,ASSISTENZA PSICHIATRICA,PRIVATA,N/A,N/A,N/A,SI,VIA MARESANA,75,24010,PONTERANICA,BG,030325,ATS DI BERGAMO,030718,ASST PAPA GIOVANNI XXIII,859,BERGAMO,035581300,45.7287977,9.6681614
842,CENTRO DIAGNOSTICO TREVIGLIO,AMBULATORIO SPECIALISTICO,ASSISTENZA SPECIALISTICA,PRIVATA,N/A,N/A,N/A,SI,VIA GIOACHINO ROSSINI,1,24047,TREVIGLIO,BG,030325,ATS DI BERGAMO,030719,ASST DI BERGAMO OVEST,858,BASSA BERGAMASCA,0363300379,45.524863,9.588611
843,CORPORE SANO SMART CLINIC,AMBULATORIO SPECIALISTICO,ASSISTENZA SPECIALISTICA,PRIVATA,N/A,N/A,N/A,SI,VIA GUZZANICA,62,24040,STEZZANO,BG,030325,ATS DI BERGAMO,030719,ASST DI BERGAMO OVEST,860,DALMINE,035604257,45.6491007,9.639372
844,IL SOTTILE FILO ROSSO,STRUTTURA DI PSICHIATRIA,ASSISTENZA PSICHIATRICA,PRIVATA,N/A,N/A,N/A,SI,VIA RICOVERO BROLIS,17,24049,VERDELLO,BG,030325,ATS DI BERGAMO,030719,ASST DI BERGAMO OVEST,860,DALMINE,035315352,45.6067363,9.62822
845,BERGAMOSPORTSTUDI - BSS,AMBULATORIO DI MEDICINA SPORTIVA,MEDICINA SPORTIVA,PRIVATA,N/A,N/A,N/A,SI,VIA DON LUIGI ORIONE,6,24124,BERGAMO,BG,030325,ATS DI BERGAMO,030718,ASST PAPA GIOVANNI XXIII,859,BERGAMO,N/A,45.71463109,9.69466685
846,AVALON SRL,AMBULATORIO SPECIALISTICO,ASSISTENZA SPECIALISTICA,PRIVATA,N/A,N/A,N/A,SI,VIA RINALDO PIGOLA,1,24058,ROMANO DI LOMBARDIA,BG,030325,ATS DI BERGAMO,030719,ASST DI BERGAMO OVEST,858,BASSA BERGAMASCA,0363911033,45.52528,9.75158
847,MEDICAL EQUIPE SRL,AMBULATORIO SPECIALISTICO,ASSISTENZA SPECIALISTICA,PRIVATA,N/A,N/A,N/A,SI,VIA RIVIERASCA,57,24033,CALUSCO D'ADDA,BG,030325,ATS DI BERGAMO,030719,ASST DI BERGAMO OVEST,862,ISOLA BERGAMASCA,035799843,45.69114,9.47832
848,CENTRO DIURNO NEUROPSICHIATRICO KALEIDO,STRUTTURA DI NEUROPSICHIATRIA INFANTILE,ASSISTENZA NEUROPSICHIATRICA INFANTILE,PRIVATA,N/A,N/A,N/A,SI,VIA CESARE CORRENTI,45,24124,BERGAMO,BG,030325,ATS DI BERGAMO,030718,ASST PAPA GIOVANNI XXIII,859,BERGAMO,035243190,45.70938,9.70171
849,CENTRO OCULISTICO BERGAMASCO S.R.L.,AMBULATORIO SPECIALISTICO,ASSISTENZA SPECIALISTICA,PRIVATA,N/A,N/A,N/A,SI,VIA FRANCESCO COGHETTI,3,24128,BERGAMO,BG,030325,ATS DI BERGAMO,030718,ASST PAPA GIOVANNI XXIII,859,BERGAMO,0352650551,45.6925,9.65686
850,COMUNITÀ A.E.P.E.R. VILLA FIORITA,STRUTTURA DI PSICHIATRIA,ASSISTENZA PSICHIATRICA,PRIVATA,N/A,N/A,N/A,SI,VIA MARESANA,75,24010,PONTERANICA,BG,030325,ATS DI BERGAMO,030718,ASST PAPA GIOVANNI XXIII,859,BERGAMO,034599548,45.7287977,9.6681614
851,LA BONNE SEMENCE (CRA),STRUTTURA DI PSICHIATRIA,ASSISTENZA PSICHIATRICA,PRIVATA,N/A,N/A,N/A,SI,VIA DRAGO,1760,24013,OLTRE IL COLLE,BG,030325,ATS DI BERGAMO,030718,ASST PAPA GIOVANNI XXIII,863,VALLE BREMBANA/VALLE IMAGNA,034551483,45.8881246,9.7713256
852,FONDAZIONE I.P.S. CARD. GUSMINI ONLUS - CPM,STRUTTURA DI PSICHIATRIA,ASSISTENZA PSICHIATRICA,PRIVATA,N/A,N/A,N/A,SI,VIA SAN CARLO,30,24029,VERTOVA,BG,030325,ATS DI BERGAMO,030720,ASST DI BERGAMO EST,864,VALLE SERIANA/VALLE DI SCALVE,035737611,45.80666,9.84986
853,COOPERATIVA SOCIALE RINNOVAMENTO SOC. COOP. ONLUS,STRUTTURA DI PSICHIATRIA,ASSISTENZA PSICHIATRICA,PRIVATA,N/A,N/A,N/A,SI,VIA SARACINESCA-CASCINA SARACINESCA SNC,24051,ANTEGNATE,BG,030325,ATS DI BERGAMO,030719,ASST DI BERGAMO OVEST,858,BASSA BERGAMASCA,0363914605,45.48496,9.78893
854,HABILITA POLIAMBULATORIO CLUSONE,AMBULATORIO SPECIALISTICO,ASSISTENZA SPECIALISTICA,PRIVATA,N/A,N/A,N/A,SI,VIA NINO ZUCCHELLI,2,24023,CLUSONE,BG,030325,ATS DI BERGAMO,030720,ASST DI BERGAMO EST,864,VALLE SERIANA/VALLE DI SCALVE,034622654,45.8843539,9.954544
855,CENTRO BIOMEDICO BERGAMASCO SRL,SERVIZIO DI MEDICINA DI LABORATORIO,DIAGNOSTICA DI LABORATORIO,PRIVATA,N/A,N/A,N/A,SI,ROTONDA DEI MILLE,3/A,24122,BERGAMO,BG,030325,ATS DI BERGAMO,030718,ASST PAPA GIOVANNI XXIII,859,BERGAMO,035222332,45.69535,9.66655
856,FONDAZIONE I.P.S. CARD. GUSMINI ONLUS - CPA,STRUTTURA DI PSICHIATRIA,ASSISTENZA PSICHIATRICA,PRIVATA,N/A,N/A,N/A,SI,VIA SAN CARLO,30,24029,VERTOVA,BG,030325,ATS DI BERGAMO,030720,ASST DI BERGAMO EST,864,VALLE SERIANA/VALLE DI SCALVE,035737611,45.80666,9.84986
857,COMUNITA' ARGO,STRUTTURA DI PSICHIATRIA,ASSISTENZA PSICHIATRICA,PRIVATA,N/A,N/A,N/A,SI,LOCALITA' CASCINA BISSI,24058,ROMANO DI LOMBARDIA,BG,030325,ATS DI BERGAMO,030719,ASST DI BERGAMO OVEST,858,BASSA BERGAMASCA,0363958286,45.52004,9.75716
858,SPORTMAN'S CENTER,AMBULATORIO DI MEDICINA SPORTIVA,MEDICINA SPORTIVA,PRIVATA,N/A,N/A,N/A,SI,VIA MILANO,23,24046,OSIO SOTTO,BG,030325,ATS DI BERGAMO,030719,ASST DI BERGAMO OVEST,860,DALMINE,N/A,45.6081879,9.5859387
859,ATHAENA POLIAMBULATORIO DI MEDICINA SPORTIVA SRL,AMBULATORIO DI MEDICINA SPORTIVA,MEDICINA SPORTIVA,PRIVATA,N/A,N/A,N/A,SI,VIA PIETRO RONZONI,3,24128,BERGAMO,BG,030325,ATS DI BERGAMO,030718,ASST PAPA GIOVANNI XXIII,859,BERGAMO,N/A,45.69028,9.65874
860,TERRA FERMA,STRUTTURA DI PSICHIATRIA,ASSISTENZA PSICHIATRICA,PRIVATA,N/A,N/A,N/A,SI,VIA ANTONIO BARONI,9,24016,SAN PELLEGRINO TERME,BG,030325,ATS DI BERGAMO,030718,ASST PAPA GIOVANNI XXIII,863,VALLE BREMBANA/VALLE IMAGNA,034520080,45.8334,9.66385
861,CASCINA GERMOGLIO,STRUTTURA DI PSICHIATRIA,ASSISTENZA PSICHIATRICA,PRIVATA,N/A,N/A,N/A,SI,VIA SOLFERINO,51,24049,VERDELLO,BG,030325,ATS DI BERGAMO,030719,ASST DI BERGAMO OVEST,860,DALMINE,0354810207,45.6125963,9.6255489
862,COMUNITA' LOGOS,STRUTTURA DI PSICHIATRIA,ASSISTENZA PSICHIATRICA,PRIVATA,N/A,N/A,N/A,SI,VIA MENTANA,15,24126,BERGAMO,BG,030325,ATS DI BERGAMO,030718,ASST PAPA GIOVANNI XXIII,859,BERGAMO,035315408,45.67089,9.661
863,ATHAENA CENTRO MEDICO SAN LUCA,AMBULATORIO DI MEDICINA SPORTIVA,MEDICINA SPORTIVA,PRIVATA,N/A,N/A,N/A,SI,VIA QUINTO ALPINI,6,24124,BERGAMO,BG,030325,ATS DI BERGAMO,030718,ASST PAPA GIOVANNI XXIII,859,BERGAMO,035258888,45.70689,9.69392
864,STUDIO MEDICO ASSOCIATO DEI DOTT. M. GIRALDI E G. ALIOTO,AMBULATORIO SPECIALISTICO,ASSISTENZA SPECIALISTICA,PRIVATA,N/A,N/A,N/A,SI,VIA XX SETTEMBRE,29,24122,BERGAMO,BG,030325,ATS DI BERGAMO,030718,ASST PAPA GIOVANNI XXIII,859,BERGAMO,035243019,45.69357419,9.66760181
865,ATHAENA POLIAMBULATORIO - RIABILITAZIONE E TERAPIA FISICA,AMBULATORIO SPECIALISTICO,ASSISTENZA SPECIALISTICA,PRIVATA,N/A,N/A,N/A,SI,VIA PIETRO RONZONI,3,24128,BERGAMO,BG,030325,ATS DI BERGAMO,030718,ASST PAPA GIOVANNI XXIII,859,BERGAMO,035258888,45.69028,9.65874
866,FONDAZIONE I.P.S. CARD. GUSMINI ONLUS - CRM,STRUTTURA DI PSICHIATRIA,ASSISTENZA PSICHIATRICA,PRIVATA,N/A,N/A,N/A,SI,VIA SAN CARLO,30,24029,VERTOVA,BG,030325,ATS DI BERGAMO,030720,ASST DI BERGAMO EST,864,VALLE SERIANA/VALLE DI SCALVE,035737611,45.80666,9.84986
867,HABILITA POLIAMBULATORIO ALBINO,AMBULATORIO SPECIALISTICO,ASSISTENZA SPECIALISTICA,PRIVATA,N/A,N/A,N/A,SI,VIA PER SELVINO,8,24021,ALBINO,BG,030325,ATS DI BERGAMO,030720,ASST DI BERGAMO EST,864,VALLE SERIANA/VALLE DI SCALVE,035751387,45.76609,9.78877
868,HABILITA LABORATORIO ANALISI MEDICHE,SERVIZIO DI MEDICINA DI LABORATORIO,DIAGNOSTICA DI LABORATORIO,PRIVATA,N/A,N/A,N/A,SI,VIA VITTORIO VENETO,2,24040,BONATE SOTTO,BG,030325,ATS DI BERGAMO,030719,ASST DI BERGAMO OVEST,862,ISOLA BERGAMASCA,035993050,45.67322,9.56267
869,CENTRO DI RADIOLOGIA E FISIOTERAPIA SRL,AMBULATORIO SPECIALISTICO,ASSISTENZA SPECIALISTICA,PRIVATA,N/A,N/A,N/A,SI,VIA ROMA,28,24020,GORLE,BG,030325,ATS DI BERGAMO,030718,ASST PAPA GIOVANNI XXIII,859,BERGAMO,035290636,45.6890876,9.7120267
870,CRM CASA DEL BOSCO,STRUTTURA DI PSICHIATRIA,ASSISTENZA PSICHIATRICA,PRIVATA,N/A,N/A,N/A,SI,CASCINA BATTAINA,901,24059,URGNANO,BG,030325,ATS DI BERGAMO,030719,ASST DI BERGAMO OVEST,860,DALMINE,0352922254,45.615941,9.69119
871,CENTRO DON ORIONE,AMBULATORIO SPECIALISTICO,ASSISTENZA SPECIALISTICA,PRIVATA,N/A,N/A,N/A,SI,VIA DON LUIGI ORIONE,6,24124,BERGAMO,BG,030325,ATS DI BERGAMO,030718,ASST PAPA GIOVANNI XXIII,859,BERGAMO,035348111,45.71463109,9.69466685
872,HABILITA SAN MARCO BERGAMO (PZA REPUBBLICA),AMBULATORIO SPECIALISTICO,ASSISTENZA SPECIALISTICA,PRIVATA,N/A,N/A,N/A,SI,PIAZZALE DELLA REPUBBLICA,10,24122,BERGAMO,BG,030325,ATS DI BERGAMO,030718,ASST PAPA GIOVANNI XXIII,859,BERGAMO,035222062,45.69846,9.66699
873,CENTRO MEDICO VALSERIANA SRL,AMBULATORIO SPECIALISTICO,ASSISTENZA SPECIALISTICA,PRIVATA,N/A,N/A,N/A,SI,VIA P.ZZA V.VENETO,29,24029,VERTOVA,BG,030325,ATS DI BERGAMO,030720,ASST DI BERGAMO EST,864,VALLE SERIANA/VALLE DI SCALVE,035710688,45.81167,9.8566
874,COMUNITÀ PROTETTA LA RONDINE,STRUTTURA DI PSICHIATRIA,ASSISTENZA PSICHIATRICA,PRIVATA,N/A,N/A,N/A,SI,VIA DELLA PRESOLANA,26,25126,BRESCIA,BS,030326,ATS DI BRESCIA,030721,ASST DEGLI SPEDALI CIVILI DI BRESCIA,868,BRESCIA,03358473546,45.53434246,10.19832379
875,BIOS RETE DEI SERVIZI NPIA,STRUTTURA DI NEUROPSICHIATRIA INFANTILE,ASSISTENZA NEUROPSICHIATRICA INFANTILE,PRIVATA,N/A,N/A,N/A,SI,VIA VECCHIA,104 B,25034,ORZINUOVI,BS,030326,ATS DI BRESCIA,030722,ASST DELLA FRANCIACORTA,866,BASSA BRESCIANA OCC.,03099418444,45.4048127,9.9147359
876,CENTRO DIURNO GIOVANNI BORGHETTI,STRUTTURA DI PSICHIATRIA,ASSISTENZA PSICHIATRICA,PRIVATA,N/A,N/A,N/A,SI,VIA TREPOLA,197,25035,OSPITALETTO,BS,030326,ATS DI BRESCIA,030721,ASST DEGLI SPEDALI CIVILI DI BRESCIA,870,BRESCIA OVEST,0306869770,45.54488,10.09237
877,CENTRO DIURNO EUREKA,STRUTTURA DI PSICHIATRIA,ASSISTENZA PSICHIATRICA,PRIVATA,N/A,N/A,N/A,SI,VIA OTTAVIO DA PONTEVICO,32,25026,PONTEVICO,BS,030326,ATS DI BRESCIA,030723,ASST DEL GARDA,865,BASSA BRESCIANA CENTR.,0309930282,45.27013,10.08912
878,IL SOGNO - COMUNITÀ PROTETTA A MEDIA ASSISTENZA,STRUTTURA DI PSICHIATRIA,ASSISTENZA PSICHIATRICA,PRIVATA,N/A,N/A,N/A,SI,VIA ARTIGIANI,81,25063,GARDONE VAL TROMPIA,BS,030326,ATS DI BRESCIA,030721,ASST DEGLI SPEDALI CIVILI DI BRESCIA,876,VALLE TROMPIA,03288125899,45.67846,10.18752
879,COMUNITÀ FRATERNITÀ COOPERATIVA SOCIALE,STRUTTURA DI PSICHIATRIA,ASSISTENZA PSICHIATRICA,PRIVATA,N/A,N/A,N/A,SI,VIA I MAGGIO,3,25035,OSPITALETTO,BS,030326,ATS DI BRESCIA,030721,ASST DEGLI SPEDALI CIVILI DI BRESCIA,870,BRESCIA OVEST,0306841639,45.5534,10.08544
880,MEDICAL FITNESS CHIARI,AMBULATORIO DI MEDICINA SPORTIVA,MEDICINA SPORTIVA,PRIVATA,N/A,N/A,N/A,SI,VIA BRESCIA,35/B,25032,CHIARI,BS,030326,ATS DI BRESCIA,030722,ASST DELLA FRANCIACORTA,873,OGLIO OVEST,0307012190,45.5413,9.94223
881,CENTRO DIURNO LA CASCINA,STRUTTURA DI PSICHIATRIA,ASSISTENZA PSICHIATRICA,PRIVATA,N/A,N/A,N/A,SI,VIA FRANCESCA,35 F 35,25034,ORZINUOVI,BS,030326,ATS DI BRESCIA,030722,ASST DELLA FRANCIACORTA,866,BASSA BRESCIANA OCC.,030942313,45.411368,9.9270421
882,OSPEDALE E CASA DI RIPOSO NOBILE PAOLO RICHIEDEI,AMBULATORIO SPECIALISTICO,ASSISTENZA SPECIALISTICA,PRIVATA,N/A,N/A,N/A,SI,VIA PAOLO RICHIEDEI,16,25064,GUSSAGO,BS,030326,ATS DI BRESCIA,030721,ASST DEGLI SPEDALI CIVILI DI BRESCIA,870,BRESCIA OVEST,03025281,45.58965,10.15327
883,MARATHON SRL,AMBULATORIO DI MEDICINA SPORTIVA,MEDICINA SPORTIVA,PRIVATA,N/A,N/A,N/A,SI,VIA CRETA,56/D,25124,BRESCIA,BS,030326,ATS DI BRESCIA,030721,ASST DEGLI SPEDALI CIVILI DI BRESCIA,868,BRESCIA,N/A,45.52742,10.21352
884,BIANALISI SAN CRISTOFORO,AMBULATORIO SPECIALISTICO,ASSISTENZA SPECIALISTICA,PRIVATA,N/A,N/A,N/A,SI,BORGO PIETRO WUHRER,129,25123,BRESCIA,BS,030326,ATS DI BRESCIA,030721,ASST DEGLI SPEDALI CIVILI DI BRESCIA,868,BRESCIA,039461027,45.52661,10.26094
885,COMUNITÀ MADDALENA ISTITUTO DI RIABILITAZIONE PSICHIATRICO,STRUTTURA DI PSICHIATRIA,ASSISTENZA PSICHIATRICA,PRIVATA,N/A,N/A,N/A,SI,VIA SAN FRANCESCO,32,25010,VISANO,BS,030326,ATS DI BRESCIA,030723,ASST DEL GARDA,867,BASSA BRESCIANA ORIENT.,0309952931,45.32288,10.37622
886,SYNLAB ITALIA,SERVIZIO DI MEDICINA DI LABORATORIO,DIAGNOSTICA DI LABORATORIO,PRIVATA,N/A,N/A,N/A,SI,VIA BEATO LODOVICO PAVONI,18,25014,CASTENEDOLO,BS,030326,ATS DI BRESCIA,030721,ASST DEGLI SPEDALI CIVILI DI BRESCIA,869,BRESCIA EST,N/A,45.46915,10.3013
887,CENTRO DIURNO RAGGIO DI SOLE,STRUTTURA DI NEUROPSICHIATRIA INFANTILE,ASSISTENZA NEUROPSICHIATRICA INFANTILE,PRIVATA,N/A,N/A,N/A,SI,QUARTIERE MARIO BETTINZOLI,5,25124,BRESCIA,BS,030326,ATS DI BRESCIA,030721,ASST DEGLI SPEDALI CIVILI DI BRESCIA,868,BRESCIA,0306841639,45.52308,10.21187
888,COMUNITA' LA CELESTE,STRUTTURA DI PSICHIATRIA,ASSISTENZA PSICHIATRICA,PRIVATA,N/A,N/A,N/A,SI,VIA FRANCESCA,35 F,25034,ORZINUOVI,BS,030326,ATS DI BRESCIA,030722,ASST DELLA FRANCIACORTA,866,BASSA BRESCIANA OCC.,030942313,45.41199,9.92618
889,C.M.P.I. SRL,AMBULATORIO SPECIALISTICO,ASSISTENZA SPECIALISTICA,PRIVATA,N/A,N/A,N/A,SI,VIA ZARA,66,25125,BRESCIA,BS,030326,ATS DI BRESCIA,030721,ASST DEGLI SPEDALI CIVILI DI BRESCIA,868,BRESCIA,030221051,45.5327425,10.2029827
